Barangay Health Station						
"11.5736704,122.5404205"	NAPTI BARANGAY HEALTH STATION	AKLAN	DOH000000000018716	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.5770798,122.2777786"	BULABUD BARANGAY HEALTH STATION	AKLAN	DOH000000000018761	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.5820704,122.3010178"	ROSARIO BARANGAY HEALTH STATION	AKLAN	DOH000000000018759	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.5832195,122.3851318"	CALIZO BARANGAY HEALTH STATION	AKLAN	DOH000000000019349	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.5840902,122.4980316"	ANGAS BARANGAY HEALTH STATION	AKLAN	DOH000000000026144	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.5850296,122.3096466"	POLO BARANGAY HEALTH STATION	AKLAN	DOH000000000018782	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.5915804,122.4530182"	BAY-ANG BARANGAY HEALTH STATION	AKLAN	DOH000000000018917	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.5916004,122.3555222"	FELICIANO BARANGAY HEALTH STATION	AKLAN	DOH000000000019360	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.5972204,122.3974762"	CAMALIGAN BARANGAY HEALTH STATION	AKLAN	DOH000000000003661	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6026201,122.2778702"	KINALANGAY VIEJO BARANGAY HEALTH STATION	AKLAN	DOH000000000018752	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6107197,122.3671036"	FULGENCIO NORTE BARANGAY HEALTH STATION	AKLAN	DOH000000000019365	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6131201,122.3139725"	SIGCAY BARANGAY HEALTH STATION	AKLAN	DOH000000000024103	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6150999,122.4763489"	OCHANDO BARANGAY HEALTH STATION	AKLAN	DOH000000000018821	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6188297,122.3486481"	LIBAS BARANGAY HEALTH STATION	AKLAN	DOH000000000018745	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6236296,122.2960815"	TAMBUAN BARANGAY HEALTH STATION	AKLAN	DOH000000000018749	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6246004,122.4639282"	CAWAYAN BARANGAY HEALTH STATION	AKLAN	DOH000000000018826	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6259298,122.3634186"	MANGAN BARANGAY HEALTH STATION	AKLAN	DOH000000000018779	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6260405,122.4407806"	PINAMUK-AN BARANGAY HEALTH STATION	AKLAN	DOH000000000018823	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.6309404,122.3856812"	CANDELARIA BARANGAY HEALTH STATION	AKLAN	DOH000000000018819	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.6326303,122.3181"	UGSOD BARANGAY HEALTH STATION	AKLAN	DOH000000000018786	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6402597,122.3349915"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000018738	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.64394,122.3664322"	MATAPHAO BARANGAY HEALTH STATION	AKLAN	DOH000000000006740	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.6442099,122.436409"	MAIN HEALTH CENTER POBLACION	AKLAN	DOH000000000018815	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.6514997,122.3379593"	JUMARAP BARANGAY HEALTH STATION	AKLAN	DOH000000000024101	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.6534004,122.2731781"	SAN ROQUE BARANGAY HEALTH STATION	AKLAN	DOH000000000018754	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6542301,122.3459473"	LINABUAN SUR BARANGAY HEALTH STATION	AKLAN	DOH000000000018748	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6590796,122.2865829"	LILO-AN BARANGAY HEALTH STATION	AKLAN	DOH000000000018758	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6596498,122.3082809"	BANAY-BANAY BARANGAY HEALTH STATION	AKLAN	DOH000000000018742	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6621504,122.3711777"	PUIS BARANGAY HEALTH STATION	AKLAN	DOH000000000018817	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.66222,122.4226685"	TAMBAK BARANGAY HEALTH STATION	AKLAN	DOH000000000018825	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6647501,122.3965988"	BRIONES BARANGAY HEALTH STATION	AKLAN	DOH000000000018873	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6656199,122.3200531"	SANTA CRUZ BARANGAY HEALTH STATION	AKLAN	DOH000000000019295	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6670198,122.3522797"	LINABUAN NORTE BARANGAY HEALTH STATION	AKLAN	DOH000000000018861	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6684303,122.3297882"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000024109	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.6706305,122.3814316"	NALOOK BARANGAY HEALTH STATION	AKLAN	DOH000000000018892	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6716299,122.3112488"	TAYHAWAN BARANGAY HEALTH STATION	AKLAN	DOH000000000019290	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6721802,122.3581467"	TIGAYON BARANGAY HEALTH STATION	AKLAN	DOH000000000018901	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6768503,122.4083023"	MABILO BARANGAY HEALTH STATION	AKLAN	DOH000000000018888	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6834698,122.2650528"	LIBANG BARANGAY HEALTH STATION	AKLAN	DOH000000000019310	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6838503,122.3889694"	CAANO BARANGAY HEALTH STATION	AKLAN	DOH000000000018881	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.68717,122.3663025"	ESTANCIA BARANGAY HEALTH STATION	AKLAN	DOH000000000018885	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6876698,122.335701"	IBAO BARANGAY HEALTH STATION	AKLAN	DOH000000000019287	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6886301,122.2856293"	CAYANGWAN BARANGAY HEALTH STATION	AKLAN	DOH000000000019307	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6886396,122.3694534"	POBLACION MAIN HEALTH CENTER I	AKLAN	DOH000000000026152	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.6900797,122.3098984"	CARUGDOG BARANGAY HEALTH STATION	AKLAN	DOH000000000019283	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6900997,122.3809814"	POOK BARANGAY HEALTH STATION	AKLAN	DOH000000000018895	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6903801,122.3618011"	TINIGAO BARANGAY HEALTH STATION	AKLAN	DOH000000000018853	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6945496,122.1879807"	APARICIO BARANGAY HEALTH STATION	AKLAN	DOH000000000004318	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6954803,122.3395996"	ALIPUTOS BARANGAY HEALTH STATION	AKLAN	DOH000000000024120	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.6993704,122.3599701"	MOBO BARANGAY HEALTH STATION	AKLAN	DOH000000000018856	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7006502,122.3792496"	ANDAGAO BARANGAY HEALTH STATION	AKLAN	DOH000000000018836	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7076998,122.3288574"	POBLACION MAIN HEALTH CENTER	AKLAN	DOH000000000024123	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.7092896,122.3660278"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000018832	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.7105303,122.3760529"	NEW BUSWANG BARANGAY HEALTH STATION	AKLAN	DOH000000000018877	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.71103,122.2945404"	MAKATO MAIN HEALTH CENTER	AKLAN	DOH000000000024114	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.71103,122.2945404"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000026157	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.7123299,122.3113708"	MANTIGUIB BARANGAY HEALTH STATION	AKLAN	DOH000000000019313	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.71453,122.3436203"	BUBOG BARANGAY HEALTH STATION	AKLAN	DOH000000000024122	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7159796,122.3321991"	BADIO BARANGAY HEALTH STATION	AKLAN	DOH000000000024121	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.71908,122.3799591"	OLD BUSWANG BARANGAY HEALTH STATION	AKLAN	DOH000000000018839	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.7200499,122.3742523"	BACHAO SUR BARANGAY HEALTH STATION	AKLAN	DOH000000000018844	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7204704,122.3539963"	BULWANG BARANGAY HEALTH STATION	AKLAN	DOH000000000018772	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7232304,122.3037109"	CAJILO BARANGAY HEALTH STATION	AKLAN	DOH000000000019305	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.72715,122.3369217"	ALBASAN BARANGAY HEALTH STATION	AKLAN	DOH000000000018803	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7313204,122.2638702"	CALIMBAJAN BARANGAY HEALTH STATION	AKLAN	DOH000000000019318	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7318001,122.3740768"	BACHAO NORTE BARANGAY HEALTH STATION	AKLAN	DOH000000000018848	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.7406702,122.1770172"	SAN JOSE BARANGAY HEALTH STATION	AKLAN	DOH000000000019181	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7579803,122.2597504"	TONDOG BARANGAY HEALTH STATION	AKLAN	DOH000000000019241	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7615299,122.2211685"	PANAYAKAN BARANGAY HEALTH STATION	AKLAN	DOH000000000019242	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7677803,122.1743698"	NAILE BARANGAY HEALTH STATION	AKLAN	DOH000000000019179	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7721004,122.2686462"	BAYBAY BARANGAY HEALTH STATION	AKLAN	DOH000000000019239	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7769899,122.2613373"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000024124	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.7809801,122.1641464"	UNAT BARANGAY HEALTH STATION	AKLAN	DOH000000000019177	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.7812099,121.8746185"	SANTANDER BARANGAY HEALTH STATION	AKLAN	DOH000000000006663	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.7839298,122.1517792"	MALOCO BARANGAY HEALTH STATION	AKLAN	DOH000000000019176	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.7917204,122.2233734"	JAWILI BARANGAY HEALTH STATION	AKLAN	DOH000000000019238	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.8028002,121.8936996"	TIGUM BARANGAY HEALTH STATION	AKLAN	DOH000000000019265	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.8058796,122.1953201"	NAISUD BARANGAY HEALTH STATION	AKLAN	DOH000000000019186	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.8118,122.0923462"	SOLIDO BARANGAY HEALTH STATION	AKLAN	DOH000000000019215	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.8118496,122.1811218"	SAN ISIDRO BARANGAY HEALTH STATION	AKLAN	DOH000000000019188	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.8166599,122.1561432"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000019159	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.8196001,122.1183319"	ONDOY BARANGAY HEALTH STATION	AKLAN	DOH000000000019173	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.8226604,122.1621399"	ASLUM BARANGAY HEALTH STATION	AKLAN	DOH000000000024106	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.83074,122.088028"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000024119	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.8322496,122.0763168"	BUENASUERTE BARANGAY HEALTH STATION	AKLAN	DOH000000000024118	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.84198,121.8895493"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000024105	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.8468704,122.0541992"	TOLEDO BARANGAY HEALTH STATION	AKLAN	DOH000000000019200	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.8496704,121.8888092"	ALEGRIA BARANGAY HEALTH STATION	AKLAN	DOH000000000024104	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.8568096,121.8919678"	BALUSBOS BARANGAY HEALTH STATION	AKLAN	DOH000000000019273	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.8571796,122.0463791"	GIBON BARANGAY HEALTH STATION	AKLAN	DOH000000000019203	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.8773603,121.8863297"	BEL-IS BARANGAY HEALTH STATION	AKLAN	DOH000000000019268	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.8916302,121.9092026"	DUMLOG BARANGAY HEALTH STATION	AKLAN	DOH000000000019224	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.8983002,121.9070206"	POBLACION BARANGAY HEALTH STATION	AKLAN	DOH000000000019219	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"11.9065504,121.9987793"	UNIDOS BARANGAY HEALTH STATION	AKLAN	DOH000000000019211	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.90728,121.9288788"	CUBAY SUR BARANGAY HEALTH STATION	AKLAN	DOH000000000019229	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.9125299,121.9401321"	ARGAO BARANGAY HEALTH STATION	AKLAN	DOH000000000019226	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.9170704,121.97892"	RIZAL BARANGAY HEALTH STATION	AKLAN	DOH000000000019205	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.9310999,121.9514694"	CATICLAN BARANGAY HEALTH STATION	AKLAN	DOH000000000019232	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.9413204,121.9427185"	MANOC-MANOC BARANGAY HEALTH STATION	AKLAN	DOH000000000019234	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.96103,121.9278717"	BALABAG BARANGAY HEALTH STATION	AKLAN	DOH000000000019233	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
"11.9916496,121.9161987"	YAPAK BARANGAY HEALTH STATION	AKLAN	DOH000000000019235	Barangay Health Station	REGION VI (WESTERN VISAYAS)	CHD (GPS)
	AGBAGO BARANGAY HEALTH STATION	AKLAN	DOH000000000019160	Barangay Health Station	REGION VI (WESTERN VISAYAS)	 
"10.4295797,121.9740524"	MAGDALENA BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014381	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.44594,121.9887924"	CASAY BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014383	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.4512396,121.9199219"	LISUB B BARANGAY HEALTH STATION	ANTIQUE	DOH000000000024127	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.4612503,121.9839172"	IGPALGE BARANGAY HEALTH STATION	ANTIQUE	DOH000000000024126	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.4811296,121.9469986"	IGBANGCAL B BARANGAY HEALTH STATION	ANTIQUE	DOH000000000024183	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.4859104,121.9294662"	DICLUM BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014389	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.4930401,121.9938278"	GAMAD BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014403	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.5220404,121.9945831"	BARASANAN BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014398	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.5290203,122.0078125"	NAGSUBUAN BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014400	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.5708704,122.0091324"	ATIOTES BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014395	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.5740404,121.9722977"	IGDANLOG BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014392	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.5892,122.011467"	FABRICA BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014451	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.6084404,121.9843521"	MAPATAG BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014448	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.6362495,121.9836502"	VILLAVERT-JIMENEZ BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014445	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.6604099,122.0255508"	BONGBONGAN III BARANGAY HEALTH STATION	ANTIQUE	DOH000000000024142	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.6665897,121.9857635"	PU-AO BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014417	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.6786003,122.0009613"	GOV. EVELIO B. JAVIER BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014419	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.6789198,122.0203476"	BONGBONGAN I BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014413	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.6900396,122.0437088"	MASANAG BARANGAY HEALTH STATION	ANTIQUE	DOH000000000001568	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
"10.7195702,121.9739914"	MALANDOG BARANGAY HEALTH STATION	ANTIQUE	DOH000000000014411	Barangay Health Station	REGION VI (WESTERN VISAYAS)	DOH/KMITS (Barangay Centroid)
